Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Schüpfheim;6170;00;3328;Hasle (LU);1005;LU;0.12%;8.069271144140673;46.92473056314726;de;01.07.2008
Schüpfheim;6170;00;3328;Entlebuch;1002;LU;0.04%;8.015839226;46.97315557140349;de;01.07.2008
Flühli LU;6173;00;3331;Flühli;1004;LU;98.81%;8.016686569461186;46.88330474907147;de;01.07.2008
Flühli LU;6173;00;3331;Escholzmatt-Marbach;1010;LU;1.19%;8.011196559336984;46.918531664087745;de;01.07.2008
Sörenberg;6174;00;3333;Flühli;1004;LU;98.67%;8.031907549711637;46.822749699765765;de;01.07.2008
Sörenberg;6174;00;3333;Giswil;1403;OW;1.33%;8.062403420611721;46.79331562232657;de;01.07.2008
Escholzmatt;6182;00;3334;Escholzmatt-Marbach;1010;LU;100%;7.9420576657964475;46.918064565705656;de;01.07.2008
Wiggen;6192;00;3337;Escholzmatt-Marbach;1010;LU;92.43%;7.9144626006548515;46.89140309114077;de;01.07.2008
Wiggen;6192;00;3337;Flühli;1004;LU;7.57%;7.970252331686931;46.87104393;de;01.07.2008
Marbach LU;6196;00;3338;Escholzmatt-Marbach;1010;LU;100%;7.898958216397006;46.859811474174954;de;01.07.2008
Schangnau;6197;00;3340;Schangnau;906;BE;86.17%;7.875073042308202;46.82038788125438;de;01.07.2008
Schangnau;6197;00;3340;Eggiwil;901;BE;7.57%;7.837403849887576;46.83006049135829;de;01.07.2008
Schangnau;6197;00;3340;Flühli;1004;LU;2.90%;7.966432318268985;46.791756887357614;de;01.07.2008
Schangnau;6197;00;3340;Eriz;924;BE;1.68%;7.837219566101266;46.79802823645821;de;01.07.2008
Schangnau;6197;00;3340;Escholzmatt-Marbach;1010;LU;1.59%;7.919006623628434;46.824169944574855;de;01.07.2008
Schangnau;6197;00;3340;Habkern;579;BE;0.09%;7.951840238738667;46.790231083782864;de;01.07.2008
Sempach Station;6203;00;3342;Neuenkirch;1093;LU;100%;8.197065063914604;47.11636916914222;de;01.07.2008
Sempach;6204;00;3343;Sempach;1102;LU;96.50%;8.194376042323013;47.133127076170496;de;01.07.2008
Sempach;6204;00;3343;Neuenkirch;1093;LU;3.50%;8.221448710496903;47.13389052780641;de;01.07.2008
Eich;6205;00;3344;Eich;1084;LU;100%;8.167946297072477;47.15628941349107;de;01.07.2008
Neuenkirch;6206;00;3345;Neuenkirch;1093;LU;94.66%;8.203801451176671;47.09995306499489;de;01.07.2008
Neuenkirch;6206;00;3345;Emmen;1024;LU;3.78%;8.230730870206058;47.08768987177561;de;01.07.2008
Neuenkirch;6206;00;3345;Ruswil;1098;LU;1.14%;8.173644939695023;47.091091550906015;de;01.07.2008
Neuenkirch;6206;00;3345;Rothenburg;1040;LU;0.42%;8.230877850279686;47.09941883068089;de;01.07.2008
Nottwil;6207;00;3346;Nottwil;1094;LU;98.28%;8.135461286548042;47.13358898104514;de;01.07.2008
Nottwil;6207;00;3346;Neuenkirch;1093;LU;0.93%;8.160553881394542;47.11268223621152;de;01.07.2008
Nottwil;6207;00;3346;Ruswil;1098;LU;0.46%;8.133591697;47.11343302581539;de;01.07.2008
Nottwil;6207;00;3346;Oberkirch;1095;LU;0.33%;8.1119104;47.14127615;de;01.07.2008
Oberkirch LU;6208;00;3347;Oberkirch;1095;LU;100%;8.112980177966081;47.15923317425205;de;01.07.2008
Sursee;6210;00;3348;Sursee;1103;LU;89.85%;8.109113843050878;47.171686986280285;de;01.07.2008
Sursee;6210;00;3348;Mauensee;1091;LU;6.02%;8.090710146103193;47.171477858569325;de;01.07.2008
Sursee;6210;00;3348;Oberkirch;1095;LU;3.78%;8.096775897124079;47.16809718;de;01.07.2008
Sursee;6210;00;3348;Schenkon;1099;LU;0.35%;8.123490295378405;47.17466069970049;de;01.07.2008
Buchs LU;6211;01;3349;Dagmersellen;1125;LU;100%;8.036023238109484;47.20118816492935;de;01.07.2008
St. Erhard;6212;00;3350;Knutwil;1089;LU;100%;8.073478331813192;47.18442806591313;de;01.07.2008
Kaltbach;6212;02;6048;Mauensee;1091;LU;100%;8.059495623;47.18353282930276;de;01.07.2008
Knutwil;6213;00;3351;Knutwil;1089;LU;99.57%;8.072658557504303;47.19876162707561;de;01.07.2008
Knutwil;6213;00;3351;Triengen;1104;LU;0.43%;8.071623837937217;47.213932840278005;de;01.07.2008
Schenkon;6214;00;3352;Schenkon;1099;LU;99.56%;8.134704805867264;47.178848129273476;de;01.07.2008
Schenkon;6214;00;3352;Eich;1084;LU;0.45%;8.152785995534092;47.16752947582719;de;01.07.2008
Beromünster;6215;00;3353;Beromünster;1081;LU;100%;8.194320586337911;47.20581747377759;de;01.07.2008
Schwarzenbach LU;6215;02;3354;Beromünster;1081;LU;100%;8.211489757864522;47.233003641694715;de;01.07.2008
Mauensee;6216;00;3355;Mauensee;1091;LU;95.76%;8.070470887704737;47.16660744;de;01.07.2008
Mauensee;6216;00;3355;Oberkirch;1095;LU;4.24%;8.090932265362635;47.166889318820424;de;01.07.2008
Kottwil;6217;00;3356;Ettiswil;1128;LU;100%;8.043122913;47.16255358462658;de;01.07.2008
Ettiswil;6218;00;3357;Ettiswil;1128;LU;100%;8.019220312893344;47.14991263970003;de;01.07.2008
Rickenbach LU;6221;00;3358;Rickenbach (LU);1097;LU;88.88%;8.153700664604909;47.22218689021151;de;01.07.2008
Rickenbach LU;6221;00;3358;Beromünster;1081;LU;11.12%;8.155758891;47.20533538853526;de;01.07.2008
Gunzwil;6222;00;3359;Beromünster;1081;LU;98.78%;8.178098739459303;47.202963368450554;de;01.07.2008
Gunzwil;6222;00;3359;Schenkon;1099;LU;1.22%;8.155113955619022;47.17491800429338;de;01.07.2008
Schlierbach;6231;00;3360;Schlierbach;1100;LU;100%;8.113337424693555;47.22631610538825;de;01.07.2008
Geuensee;6232;00;3361;Geuensee;1085;LU;100%;8.109264358738875;47.198446400665134;de;01.07.2008
Büron;6233;00;3362;Büron;1082;LU;100%;8.095347421265776;47.211866161154305;de;01.07.2008
Triengen;6234;00;3363;Triengen;1104;LU;100%;8.077522341594332;47.23583893554443;de;01.07.2008
Kulmerau;6234;01;3364;Triengen;1104;LU;100%;8.087148085976532;47.254197750504005;de;01.07.2008
Winikon;6235;00;3366;Triengen;1104;LU;95.22%;8.047467340020797;47.23611850751592;de;01.07.2008
Winikon;6235;00;3366;Dagmersellen;1125;LU;4.78%;8.029638865604923;47.230184710460506;de;01.07.2008
Wilihof;6236;00;3365;Triengen;1104;LU;100%;8.063282883547716;47.220904457639996;de;01.07.2008
Wauwil;6242;00;3367;Wauwil;1146;LU;94.49%;8.023912233689153;47.185931905749044;de;01.07.2008
Wauwil;6242;00;3367;Mauensee;1091;LU;5.51%;8.040097867426432;47.185605663021796;de;01.07.2008
Egolzwil;6243;00;3368;Egolzwil;1127;LU;100%;8.006911188894716;47.185279444098455;de;01.07.2008
Nebikon;6244;00;3369;Nebikon;1137;LU;97.84%;7.978647175387771;47.191576931958195;de;01.07.2008
Nebikon;6244;00;3369;Egolzwil;1127;LU;1.30%;7.979338265;47.18422482903737;de;01.07.2008
Nebikon;6244;00;3369;Altishofen;1123;LU;0.87%;7.963210655548764;47.18507295750631;de;01.07.2008
Ebersecken;6245;00;3370;Altishofen;1123;LU;94.50%;7.938428857353138;47.18185500609252;de;01.07.2008
Ebersecken;6245;00;3370;Grossdietwil;1131;LU;5.51%;7.9245898752701365;47.18773390740664;de;01.07.2008
Altishofen;6246;00;3371;Altishofen;1123;LU;96.63%;7.965311529464735;47.201479086904115;de;01.07.2008
Altishofen;6246;00;3371;Dagmersellen;1125;LU;3.37%;7.961430234361457;47.21488113365148;de;01.07.2008
Schötz;6247;00;3372;Schötz;1143;LU;99.56%;7.986213915952787;47.171491465248295;de;01.07.2008
Schötz;6247;00;3372;Altishofen;1123;LU;0.44%;7.960741508019047;47.16864141;de;01.07.2008
Alberswil;6248;00;3373;Alberswil;1121;LU;94.92%;8.001413381;47.15052278336865;de;01.07.2008
Alberswil;6248;00;3373;Willisau;1151;LU;4.01%;8.002723166319607;47.13716772007488;de;01.07.2008
Alberswil;6248;00;3373;Ettiswil;1128;LU;1.07%;8.004161654962681;47.13732257183756;de;01.07.2008
Dagmersellen;6252;00;3374;Dagmersellen;1125;LU;99.10%;7.987343322493271;47.214778684941905;de;01.07.2008
Dagmersellen;6252;00;3374;Reiden;1140;LU;0.90%;7.971952590531211;47.230870748724655;de;01.07.2008
Uffikon;6253;00;3375;Dagmersellen;1125;LU;100%;8.020122179400403;47.21235125806133;de;01.07.2008
Reiden;6260;00;3376;Reiden;1140;LU;100%;7.973633170956397;47.24442715511459;de;01.07.2008
Reidermoos;6260;02;3379;Reiden;1140;LU;97.04%;7.990969531518989;47.25274658009665;de;01.07.2008
Reidermoos;6260;02;3379;Dagmersellen;1125;LU;1.65%;8.009674253418117;47.23527747266018;de;01.07.2008
Reidermoos;6260;02;3379;Wikon;1147;LU;1.32%;8.001842688153628;47.26159884570115;de;01.07.2008
Hintermoos;6260;03;6353;Wikon;1147;LU;91.55%;8.005818715158115;47.26648152049201;de;01.07.2008
Hintermoos;6260;03;6353;Reiden;1140;LU;8.45%;8.014900064455816;47.259429576209506;de;01.07.2008
Mehlsecken;6260;04;6554;Reiden;1140;LU;100%;7.959318425127871;47.24612971734974;de;01.07.2008
Langnau b. Reiden;6262;00;3381;Reiden;1140;LU;100%;7.960738899579094;47.22926702;de;01.07.2008
Richenthal;6263;00;3382;Reiden;1140;LU;98.69%;7.940240352012495;47.213275256406284;de;01.07.2008
Richenthal;6263;00;3382;Altishofen;1123;LU;1.31%;7.947129529451654;47.20198350222967;de;01.07.2008
Pfaffnau;6264;00;3383;Pfaffnau;1139;LU;99.77%;7.8989056366591885;47.22982721522855;de;01.07.2008
Pfaffnau;6264;00;3383;Brittnau;4274;AG;0.23%;7.910269295131001;47.24415495928058;de;01.07.2008
Roggliswil;6265;00;3384;Roggliswil;1142;LU;90.86%;7.885403133;47.21315899062996;de;01.07.2008
Roggliswil;6265;00;3384;Pfaffnau;1139;LU;9.14%;7.905608750515901;47.20655768;de;01.07.2008
Eschenbach LU;6274;00;3385;Eschenbach (LU);1026;LU;95.35%;8.319987863446721;47.131027762259585;de;01.07.2008
Eschenbach LU;6274;00;3385;Ballwil;1023;LU;3.54%;8.337238275159962;47.13709211649156;de;01.07.2008
Eschenbach LU;6274;00;3385;Hochdorf;1031;LU;1.11%;8.308831601373333;47.14288767416408;de;01.07.2008
Ballwil;6275;00;3386;Ballwil;1023;LU;79.63%;8.323384875610857;47.15234774509433;de;01.07.2008
Ballwil;6275;00;3386;Hohenrain;1032;LU;18.77%;8.329063723;47.16397092;de;01.07.2008
Ballwil;6275;00;3386;Hochdorf;1031;LU;1.12%;8.308205516;47.15061042950995;de;01.07.2008
Ballwil;6275;00;3386;Sins;4239;AG;0.48%;8.362522262336203;47.147767285064404;de;01.07.2008
Hohenrain;6276;00;3387;Hohenrain;1032;LU;100%;8.317930858181436;47.17996025;de;01.07.2008
Kleinwangen;6277;00;3389;Hohenrain;1032;LU;99.04%;8.296237373054993;47.194534318473956;de;01.07.2008
Kleinwangen;6277;00;3389;Auw;4223;AG;0.96%;8.329174956574375;47.20474579057001;de;01.07.2008
Lieli LU;6277;02;5943;Hohenrain;1032;LU;100%;8.298767627102185;47.20826915333286;de;01.07.2008
Hochdorf;6280;00;3390;Hochdorf;1031;LU;90.50%;8.292651695180483;47.16666663764523;de;01.07.2008
Hochdorf;6280;00;3390;Römerswil;1039;LU;8.53%;8.273407126;47.16240014494625;de;01.07.2008
Hochdorf;6280;00;3390;Hohenrain;1032;LU;0.98%;8.303402684;47.16837642;de;01.07.2008
Urswil;6280;02;3391;Hochdorf;1031;LU;79.61%;8.290621874326618;47.15183941484359;de;01.07.2008
Urswil;6280;02;3391;Römerswil;1039;LU;20.39%;8.273738749838756;47.150685860148535;de;01.07.2008
Baldegg;6283;00;3392;Hochdorf;1031;LU;62.53%;8.280632776284692;47.184925632280304;de;01.07.2008
Baldegg;6283;00;3392;Römerswil;1039;LU;30.41%;8.266227373984698;47.177429109683025;de;01.07.2008
Baldegg;6283;00;3392;Hohenrain;1032;LU;7.06%;8.278274116;47.195215411668606;de;01.07.2008
Gelfingen;6284;00;3394;Hitzkirch;1030;LU;100%;8.267774817431272;47.21429831423313;de;01.07.2008
Sulz LU;6284;02;5944;Hitzkirch;1030;LU;100%;8.284345965325222;47.221176093222304;de;01.07.2008
Hitzkirch;6285;00;3396;Hitzkirch;1030;LU;100%;8.261896183387677;47.224334082007324;de;01.07.2008
Retschwil;6285;02;3397;Hitzkirch;1030;LU;100%;8.245224086171827;47.197502549841126;de;01.07.2008
Altwis;6286;00;3399;Hitzkirch;1030;LU;100%;8.251903278321992;47.238392437037916;de;01.07.2008
Aesch LU;6287;00;3400;Aesch (LU);1021;LU;98.69%;8.240406571255432;47.25735361211467;de;01.07.2008
Aesch LU;6287;00;3400;Schongau;1041;LU;1.31%;8.245520382403743;47.26965010912872;de;01.07.2008
Schongau;6288;00;3401;Schongau;1041;LU;99.72%;8.268922784014741;47.26868342803862;de;01.07.2008
Schongau;6288;00;3401;Hitzkirch;1030;LU;0.28%;8.293005660292122;47.248340515233714;de;01.07.2008
Müswangen;6289;00;3398;Hitzkirch;1030;LU;100%;8.289470115247703;47.23785136060039;de;01.07.2008
Hämikon;6289;02;5942;Hitzkirch;1030;LU;100%;8.276637447448845;47.23732472509857;de;01.07.2008
Ermensee;6294;00;3402;Ermensee;1025;LU;100%;8.242112687470833;47.22671352074675;de;01.07.2008
Mosen;6295;00;3403;Hitzkirch;1030;LU;100%;8.226512821;47.244280671164496;de;01.07.2008
Zug;6300;00;3404;Zug;1711;ZG;99.52%;8.517282621732182;47.17078030801976;de;01.07.2008
Zug;6300;00;3404;Baar;1701;ZG;0.48%;8.500512489345391;47.186534595448656;de;01.07.2008
Zugerberg;6300;05;3423;Zug;1711;ZG;100%;8.534524716104913;47.14892885413851;de;01.07.2008
Steinhausen;6312;00;3417;Steinhausen;1708;ZG;99.53%;8.486252181828402;47.19615553462387;de;01.07.2008
Steinhausen;6312;00;3417;Baar;1701;ZG;0.47%;8.500836616820973;47.192225782120914;de;01.07.2008
Menzingen;6313;00;3418;Menzingen;1704;ZG;99.59%;8.594990129;47.17612471406344;de;01.07.2008
Menzingen;6313;00;3418;Neuheim;1705;ZG;0.41%;8.607447618;47.19741766391522;de;01.07.2008
Edlibach;6313;02;3413;Menzingen;1704;ZG;100%;8.570728152462465;47.17984729;de;01.07.2008
Finstersee;6313;03;3414;Menzingen;1704;ZG;100%;8.627553373090818;47.16617637645552;de;01.07.2008
Unterägeri;6314;00;3419;Unterägeri;1709;ZG;99.77%;8.58051847;47.135986297019436;de;01.07.2008
Unterägeri;6314;00;3419;Oberägeri;1706;ZG;0.23%;8.605094421561478;47.11917826588893;de;01.07.2008
Neuägeri;6314;01;3420;Unterägeri;1709;ZG;49.54%;8.562226187202684;47.14891945053689;de;01.07.2008
Neuägeri;6314;01;3420;Menzingen;1704;ZG;28.44%;8.563588526004153;47.153406999056166;de;01.07.2008
Neuägeri;6314;01;3420;Zug;1711;ZG;11.01%;8.551375863;47.15270718115599;de;01.07.2008
Neuägeri;6314;01;3420;Baar;1701;ZG;11.01%;8.561981720744766;47.15350366;de;01.07.2008
Oberägeri;6315;00;3421;Oberägeri;1706;ZG;98.99%;8.613240683626262;47.13728493170021;de;01.07.2008
Oberägeri;6315;00;3421;Unterägeri;1709;ZG;1.01%;8.593041609374163;47.14757377518466;de;01.07.2008
Alosen;6315;02;3422;Oberägeri;1706;ZG;95.50%;8.635494508867447;47.140248983917104;de;01.07.2008
Alosen;6315;02;3422;Menzingen;1704;ZG;4.50%;8.653456473427514;47.15500279175455;de;01.07.2008
Morgarten;6315;03;3416;Oberägeri;1706;ZG;99.25%;8.649722765355198;47.10968432617566;de;01.07.2008
Morgarten;6315;03;3416;Sattel;1371;SZ;0.75%;8.64732879;47.098563987223116;de;01.07.2008
Oberwil b. Zug;6317;00;3424;Zug;1711;ZG;100%;8.508486696583338;47.144523242648916;de;01.07.2008
Walchwil;6318;00;3425;Walchwil;1710;ZG;97.67%;8.51626829;47.10207181973075;de;01.07.2008
Walchwil;6318;00;3425;Arth;1362;SZ;1.92%;8.523478296233904;47.089886675861536;de;01.07.2008
Walchwil;6318;00;3425;Zug;1711;ZG;0.41%;8.570102290339294;47.08691718123566;de;01.07.2008
Allenwinden;6319;00;3415;Baar;1701;ZG;100%;8.55353491;47.16582897854343;de;01.07.2008
Cham;6330;00;3426;Cham;1702;ZG;99.76%;8.45893607;47.185228479870695;de;01.07.2008
Cham;6330;00;3426;Steinhausen;1708;ZG;0.16%;8.476442769426276;47.20685004512702;de;01.07.2008
Cham;6330;00;3426;Zug;1711;ZG;0.08%;8.479961825;47.184203601167944;de;01.07.2008
Hünenberg;6331;00;3427;Hünenberg;1703;ZG;99.68%;8.424236469832291;47.17748889476344;de;01.07.2008
Hünenberg;6331;00;3427;Cham;1702;ZG;0.32%;8.416668579927341;47.22315788361924;de;01.07.2008
Hagendorn;6332;00;3429;Cham;1702;ZG;98.87%;8.433879291465425;47.20367259;de;01.07.2008
Hagendorn;6332;00;3429;Hünenberg;1703;ZG;1.14%;8.424611492005123;47.20285278162655;de;01.07.2008
Hünenberg See;6333;00;8810;Hünenberg;1703;ZG;100%;8.447436120247271;47.17364470923519;de;01.07.2008
Baar;6340;00;3430;Baar;1701;ZG;99.73%;8.526676836068127;47.19488102030211;de;01.07.2008
Baar;6340;00;3430;Neuheim;1705;ZG;0.27%;8.559841112823763;47.18918340269169;de;01.07.2008
Sihlbrugg;6340;04;5161;Hausen am Albis;4;ZH;60%;8.573667980488526;47.218913359156446;de;01.07.2008
Sihlbrugg;6340;04;5161;Neuheim;1705;ZG;32.50%;8.580815794938871;47.216665755459026;de;01.07.2008
Sihlbrugg;6340;04;5161;Horgen;295;ZH;7.50%;8.581876439;47.225515895715674;de;01.07.2008
Rotkreuz;6343;00;3431;Risch;1707;ZG;100%;8.430020024366636;47.140737577009936;de;01.07.2008
Buonas;6343;02;6241;Risch;1707;ZG;100%;8.454563409954613;47.14118007301366;de;01.07.2008
Risch;6343;03;6242;Risch;1707;ZG;100%;8.461850207186098;47.12855762;de;01.07.2008
Holzhäusern ZG;6343;04;6243;Risch;1707;ZG;100%;8.439604543249072;47.15342823;de;01.07.2008
Meierskappel;6344;00;3432;Meierskappel;1064;LU;100%;8.441479865510859;47.12190043734344;de;01.07.2008
Neuheim;6345;00;3433;Neuheim;1705;ZG;99.88%;8.576644560531602;47.20306070112276;de;01.07.2008
Neuheim;6345;00;3433;Baar;1701;ZG;0.12%;8.562438165;47.20413578754055;de;01.07.2008
Weggis;6353;00;3435;Weggis;1069;LU;99.34%;8.433871788472539;47.03303532812769;de;01.07.2008
Weggis;6353;00;3435;Greppen;1056;LU;0.66%;8.437624282661998;47.05155195594256;de;01.07.2008
Vitznau;6354;00;3436;Vitznau;1068;LU;99.69%;8.482883657935053;47.01280001077196;de;01.07.2008
Vitznau;6354;00;3436;Weggis;1069;LU;0.31%;8.475592271886926;47.029562422694205;de;01.07.2008
Rigi Kaltbad;6356;00;3437;Weggis;1069;LU;60.43%;8.467331207187513;47.04472272122241;de;01.07.2008
Rigi Kaltbad;6356;00;3437;Arth;1362;SZ;32.37%;8.479848433;47.040750672663975;de;01.07.2008
Rigi Kaltbad;6356;00;3437;Vitznau;1068;LU;7.19%;8.476499396055239;47.04177054;de;01.07.2008
Stansstad;6362;00;3438;Stansstad;1510;NW;99.01%;8.339941116015039;46.975753221023616;de;01.07.2008
Stansstad;6362;00;3438;Ennetmoos;1506;NW;0.99%;8.329053527021982;46.96513337546616;de;01.07.2008
Obbürgen;6363;00;3439;Stansstad;1510;NW;84.31%;8.363420577523325;46.983734401995264;de;01.07.2008
Obbürgen;6363;00;3439;Ennetbürgen;1505;NW;15.70%;8.390439491;46.993705545244474;de;01.07.2008
Fürigen;6363;01;6260;Stansstad;1510;NW;100%;8.351792009227072;46.98169559648078;de;01.07.2008
Bürgenstock;6363;02;6216;Ennetbürgen;1505;NW;76%;8.383622747810577;46.997081342110285;de;01.07.2008
Bürgenstock;6363;02;6216;Stansstad;1510;NW;24%;8.375967389665115;46.99615462200311;de;01.07.2008
Kehrsiten;6365;00;3440;Stansstad;1510;NW;96.54%;8.370430741962458;47.000625629904924;de;01.07.2008
Kehrsiten;6365;00;3440;Luzern;1061;LU;3.46%;8.420327602637359;47.001100056255936;de;01.07.2008
Stans;6370;00;3443;Stans;1509;NW;99.67%;8.364118873;46.960942499760996;de;01.07.2008
Stans;6370;00;3443;Ennetmoos;1506;NW;0.19%;8.342664340168797;46.96185135564832;de;01.07.2008
Stans;6370;00;3443;Oberdorf (NW);1508;NW;0.14%;8.374906612;46.957940257157965;de;01.07.2008
Oberdorf NW;6370;41;5674;Oberdorf (NW);1508;NW;100%;8.384395366685181;46.95659394760897;de;01.07.2008
Ennetmoos;6372;00;3444;Ennetmoos;1506;NW;99.82%;8.319745513354912;46.946422202080456;de;01.07.2008
Ennetmoos;6372;00;3444;Stans;1509;NW;0.19%;8.348632484750494;46.95650222068304;de;01.07.2008
Ennetbürgen;6373;00;3445;Ennetbürgen;1505;NW;99.22%;8.411876023778694;46.98605913836356;de;01.07.2008
Ennetbürgen;6373;00;3445;Stans;1509;NW;0.78%;8.387111442223697;46.976488215533095;de;01.07.2008
Buochs;6374;00;3446;Buochs;1502;NW;99.04%;8.421166089;46.97362864476226;de;01.07.2008
Buochs;6374;00;3446;Ennetbürgen;1505;NW;0.55%;8.414970147610047;46.97909706277385;de;01.07.2008
Buochs;6374;00;3446;Oberdorf (NW);1508;NW;0.41%;8.405158955786126;46.956132870859626;de;01.07.2008
Beckenried;6375;00;3447;Beckenried;1501;NW;100%;8.469590634099552;46.96576379700797;de;01.07.2008
Emmetten;6376;00;3448;Emmetten;1504;NW;93.33%;8.513564775813519;46.95483453380873;de;01.07.2008
Emmetten;6376;00;3448;Beckenried;1501;NW;6.67%;8.483608173;46.954086059891125;de;01.07.2008
Seelisberg;6377;00;3449;Seelisberg;1215;UR;92.25%;8.580670079;46.97126903900174;de;01.07.2008
Seelisberg;6377;00;3449;Emmetten;1504;NW;7.75%;8.565920480393237;46.97860288996273;de;01.07.2008
Büren NW;6382;00;3450;Oberdorf (NW);1508;NW;100%;8.397939178962783;46.9395602;de;01.07.2008
Dallenwil;6383;00;3451;Dallenwil;1503;NW;98.87%;8.389440024048486;46.92835023373921;de;01.07.2008
Dallenwil;6383;00;3451;Wolfenschiessen;1511;NW;1.13%;8.395347172125724;46.930088510295796;de;01.07.2008
Niederrickenbach;6383;02;3452;Oberdorf (NW);1508;NW;76%;8.427543276177714;46.927388930401484;de;01.07.2008
Niederrickenbach;6383;02;3452;Wolfenschiessen;1511;NW;24%;8.443243163596659;46.91516175319746;de;01.07.2008
Wiesenberg;6383;03;6360;Dallenwil;1503;NW;100%;8.355141837;46.91841049929554;de;01.07.2008
Wirzweli;6383;04;7952;Dallenwil;1503;NW;100%;8.364283535596844;46.91253466108852;de;01.07.2008
Wolfenschiessen;6386;00;3453;Wolfenschiessen;1511;NW;100%;8.396614178314435;46.90722208129295;de;01.07.2008
Oberrickenbach;6387;00;3454;Wolfenschiessen;1511;NW;100%;8.421906735;46.88628999;de;01.07.2008
Grafenort;6388;00;3455;Wolfenschiessen;1511;NW;79.88%;8.380547705910914;46.87575273045361;de;01.07.2008
Grafenort;6388;00;3455;Engelberg;1402;OW;20.12%;8.373184878836875;46.85667873740046;de;01.07.2008
Engelberg;6390;00;3456;Engelberg;1402;OW;93.03%;8.408612931420215;46.820678636870554;de;01.07.2008
Engelberg;6390;00;3456;Wolfenschiessen;1511;NW;4.82%;8.373782263716679;46.80802359720345;de;01.07.2008
Engelberg;6390;00;3456;Attinghausen;1203;UR;2.15%;8.492060133946852;46.80218168367167;de;01.07.2008
Merlischachen;6402;00;3458;Küssnacht (SZ);1331;SZ;100%;8.409935254913083;47.06700120918563;de;01.07.2008
Küssnacht am Rigi;6403;00;3459;Küssnacht (SZ);1331;SZ;100%;8.438260358410771;47.08214979218428;de;01.07.2008
Greppen;6404;00;3460;Greppen;1056;LU;100%;8.430566265;47.05493256661414;de;01.07.2008
Immensee;6405;00;3461;Küssnacht (SZ);1331;SZ;100%;8.461481820448101;47.095465914970575;de;01.07.2008
Goldau;6410;00;3462;Arth;1362;SZ;100%;8.549651714957667;47.04930808299061;de;01.07.2008
Rigi Klösterli;6410;02;3464;Arth;1362;SZ;100%;8.48661893;47.04445830815705;de;01.07.2008
Rigi Staffel;6410;03;3465;Arth;1362;SZ;100%;8.473977396427966;47.052237427159326;de;01.07.2008
Rigi Kulm;6410;04;3466;Arth;1362;SZ;100%;8.486029847004163;47.054727896961865;de;01.07.2008
Rigi Scheidegg;6410;05;6269;Gersau;1311;SZ;100%;8.520020895189825;47.02624670882148;de;01.07.2008
Oberarth;6414;00;3468;Arth;1362;SZ;100%;8.539286943670527;47.056037886924656;de;01.07.2008
